X,Y,OBJECTID,PARK_NAME,AP_ID
-78.668292256799205,35.790987478915604,241,Rose Garden & Raleigh Little Theatre,Rose Garden & Raleigh Little Theatre - 008
-78.668465015197398,35.790752832250298,72,Rose Garden & Raleigh Little Theatre,Rose Garden & Raleigh Little Theatre - 001
-78.668137238183505,35.791198028399698,242,Rose Garden & Raleigh Little Theatre,Rose Garden & Raleigh Little Theatre - 009
-78.669784710236499,35.791258214882099,73,Rose Garden & Raleigh Little Theatre,Rose Garden & Raleigh Little Theatre - 002
-78.6677868752097,35.791887157989997,74,Rose Garden & Raleigh Little Theatre,Rose Garden & Raleigh Little Theatre - 003
-78.669290390256904,35.791945430730003,93,Rose Garden & Raleigh Little Theatre,Rose Garden & Raleigh Little Theatre - 004
-78.6677849160574,35.791837847262499,182,Rose Garden & Raleigh Little Theatre,Rose Garden & Raleigh Little Theatre - 006
-78.668606250860705,35.7905610054422,183,Rose Garden & Raleigh Little Theatre,Rose Garden & Raleigh Little Theatre - 007
